爱不爱	aba
水流花谢	slhx
上林鸿雁	slhy
尸禄害政	slhz
三六九等	sljd
三鹿郡公	sljg
石烂江枯	sljk
山岭巨人	sljr
手零脚碎	sljs
收离纠散	sljs
收离聚散	sljs
神龙见首	sljs
声泪俱下	sljx
筛锣擂鼓	sllg
说溜了嘴	sllz
杀戮命令	slml
黍离麦秀	slmx
神龙马壮	slmz
色厉内荏	slnr
屎流屁滚	slpg
熟路轻车	slqc
神流气鬯	slqc
身临其境	slqj
身历其境	slqj
深厉浅揭	slqq
死里求生	slqs
神来气旺	slqw
伤廉愆义	slqy
溯流求源	slqy
溯流穷源	slqy
熟路轻辙	slqz
诗礼人家	slrj
伤鳞入梦	slrm
寿陵失步	slsb
生离死别	slsb
尸禄素飡	slsc
尸禄素餐	slsc
水落石出	slsc
使料所及	slsj
说来说去	slsq
三老四少	slss
三邻四舍	slss
神龙失埶	slss
生灵涂地	sltd
殊路同归	sltg
赛洛塔姆	sltm
死里逃生	slts
生灵涂炭	sltt
水来土掩	slty
三令五督	slwd
三老五更	slwg
蜀龙吴虎	slwh
桑落瓦解	slwj
三令五申	slws
森罗万象	slwx
三良殉秦	slxq
丝来线去	slxq
山岭雪人	slxr
上漏下湿	slxs
十里相送	slxs
上陵下替	slxt
十里洋场	slyc
生拉硬扯	slyc
神领意得	slyd
山林幼蜂	slyf
时来运来	slyl
水流云散	slys
时来运旋	slyx
山林隐逸	slyy
时来运转	slyz
神领意造	slyz
神来之笔	slzb
赏立诛必	slzb
霜露之悲	slzb
霜露之病	slzb
黍离之悲	slzb
水陆杂陈	slzc
霜露之辰	slzc
山林钟鼎	slzd
霜露之感	slzg
诗礼之家	slzj
始乱终弃	slzq
山岚瘴气	slzq
山梁之秋	slzq
失落之书	slzs
山林之士	slzs
擅离职守	slzs
漱流枕石	slzs
识礼知书	slzs
霜露之思	slzs
诗礼之训	slzx
溯流追源	slzy
睟面盎背	smab
散木不材	smbc
四面八方	smbf
闩门闭户	smbh
遂迷不寤	smbw
驷马不追	smbz
四面楚歌	smcg
鼠目寸光	smcg
司马称好	smch
四面出击	smcj
四马攒蹄	smct
双目成像	smcx
扫眉才子	smcz
暑门大嚼	smdj
死眉瞪眼	smdy
深明大义	smdy
数米而炊	smec
拭目而待	smed
三命而俯	smef
涉密范畴	smfc
深铭肺腑	smff
施命发号	smfh
索命梵音	smfy
赦免法衣	smfy
驷马高车	smgc
神眉鬼道	smgd
水磨工夫	smgf
驷马高盖	smgg
驷马高门	smgm
山鸣谷应	smgy
神眉鬼眼	smgy
杀马毁车	smhc
山盟海誓	smhs
死模活样	smhy
身名俱败	smjb
十米九糠	smjk
手忙脚乱	smjl
身名俱灭	smjm
舍命救人	smjr
双眉紧锁	smjs
水漫金山	smjs
身名俱泰	smjt
食毛践土	smjt
十眠九坐	smjz
顺美匡恶	smke
数米量柴	smlc
食马留肝	smlg
声名狼藉	smlj
身名两泰	smlt
傻眉楞眼	smly
三媒六证	smlz
神妙莫测	smmc
神谋妙策	smmc
十面埋伏	smmf
顺蔓摸瓜	smmg
上门买卖	smmm
神谋妙算	smms
神谟庙算	smms
水母目虾	smmx
驷马莫追	smmz
盛名难副	smnf
善门难开	smnk
驷马难追	smnz
素昧平生	smps
水木清华	smqh
三毛七孔	smqk
司马青衫	smqs
神目如电	smrd
视民如伤	smrs
三模冗余	smry
拭面容言	smry
视民如子	smrz
四面受敌	smsd
熟门熟路	smsl
素昧生平	smsp
善马熟人	smsr
十目十手	smss
十目所视	smss
失马塞翁	smsw
师门守卫	smsw
三沐三熏	smsx
三沐三薰	smsx
山明水秀	smsx
水明山秀	smsx
善眉善眼	smsy
蛇眉鼠眼	smsy
十目十指	smsz
赦免圣装	smsz
三马同槽	smtc
岁暮天寒	smth
寿满天年	smtn
生民涂炭	smtt
遂迷忘反	smwf
水米无干	smwg
水米无交	smwj
三面网开	smwk
扫墓望丧	smws
市民文学	smwx
上嫚下暴	smxb
上慢下暴	smxb
散闷消愁	smxc
束马县车	smxc
束马悬车	smxc
驷马轩车	smxc
散马休牛	smxn
术妙轩岐	smxq
神灭形消	smxx
拭目以待	smyd
神迷意夺	smyd
署名用户	smyh
率马以骥	smyj
舌芒于剑	smyj
深谋远略	smyl
深谋远虑	smyl
驷马仰秣	smym
拭目以俟	smys
神谟远算	smys
十目一行	smyx
声名洋溢	smyy
始末原由	smyy
始末缘由	smyy
松茂竹苞	smzb
手面赚吃	smzc
赦免之触	smzc
烧眉之急	smzj
山木自寇	smzk
说梅止渴	smzk
双眉直竖	smzs
识明智审	smzs
丧明之痛	smzt
鼠目獐头	smzt
盛名之下	smzx
绳墨之言	smzy
舒眉展眼	smzy
所谋辄左	smzz
三年不蜚	snbf
手脑并用	snby
三臡八菹	snbz
鼠啮虫穿	sncc
十年窗下	sncx
鼠年大吉	sndj
十年读书	snds
鼠啮蠹蚀	snds
士农工商	sngs
三年化碧	snhb
山南海北	snhb
十年寒窗	snhc
鼠年贺辞	snhc
鼠年话鼠	snhs
肆虐横行	snhx
十拿九稳	snjw
十年教训	snjx
鼠年吉祥	snjx
十女九痔	snjz
上南落北	snlb
少年老成	snlc
熟年离婚	snlh
三男两女	snln
三年两头	snlt
三年两载	snlz
十年磨剑	snmj
神怒民痛	snmt
神怒民怨	snmy
少女嫩妇	snnf
瑟弄琴调	snqt
神怒人弃	snrq
神怒人怨	snry
十年生聚	snsj
十年树木	snsm
三男四女	snsn
善男善女	snsn
熟能生巧	snsq
室怒市色	snss
鼠年说鼠	snss
嫂溺叔援	snsy
送暖偷寒	snth
书囊无底	snwd
孰能无过	snwg
送暖偎寒	snwh
三年五载	snwz
善男信女	snxn
舍牛相齐	snxq
鼠年运程	snyc
鼠年运气	snyq
鼠年运势	snys
司农仰屋	snyw
三年之艾	snza
三年之畜	snzc
水能载舟	snzz
四平八稳	spbw
水瓶残余	spcy
撒泼打滚	spdg
孙庞斗智	spdz
三平二满	spem
撒泼放刁	spfd
水佩风裳	spfs
摄魄钩魂	spgh
邵平瓜圃	spgp
守瓶缄口	spjk
诗朋酒侣	spjl
诗朋酒友	spjy
舐皮论骨	splg
死皮赖脸	spll
三婆两嫂	spls
上篇上论	spsl
讪皮讪脸	spsl
三朋四友	spsy
束蒲为脯	spwp
撒泼行凶	spxx
屎屁直流	spzl
手胼足胝	spzz
桑蓬之志	spzz
生气勃勃	sqbb
守缺抱残	sqbc
四衢八街	sqbj
死乞白赖	sqbl
死求白赖	sqbl
声情并茂	sqbm
神情不属	sqbs
死且不朽	sqbx
舌桥不下	sqbx
绳趋尺步	sqcb
死气沉沉	sqcc
神奇臭腐	sqcf
食亲财黑	sqch
舌枪唇剑	sqcj
丧气垂头	sqct
势倾朝野	sqcy
说清道白	sqdb
深情底理	sqdl
说亲道热	sqdr
说千道万	sqdw
上清灯仙	sqdx
歙漆阿胶	sqej
骚情赋骨	sqfg
杀青甫就	sqfj
蜀犬吠日	sqfr
神奇腐朽	sqfx
食前方丈	sqfz
神区鬼奥	sqga
鼠窃狗盗	sqgd
神钦鬼伏	sqgf
深情故剑	sqgj
神清骨爽	sqgs
鼠窃狗偷	sqgt
神清骨秀	sqgx
山栖谷隐	sqgy
山栖谷饮	sqgy
神牵鬼制	sqgz
神奇荒怪	sqhg
神情恍惚	sqhh
神气恍惚	sqhh
噬脐何及	sqhj
死去活来	sqhl
霜气横秋	sqhq
神气活现	sqhx
时清海宴	sqhy
深情厚谊	sqhy
诗情画意	sqhy
十亲九故	sqjg
搜奇抉怪	sqjg
十亲九眷	sqjj
绳愆纠缪	sqjm
绳愆纠谬	sqjm
收旗卷伞	sqjs
三千九万	sqjw
饰情矫行	sqjx
时诎举赢	sqjy
势穷力蹙	sqlc
三亲六故	sqlg
四清六活	sqlh
三亲六眷	sqlj
三拳两脚	sqlj
势穷力竭	sqlj
势穷力屈	sqlq
恃强凌弱	sqlr
盛气凌人	sqlr
身强力壮	sqlz
神奇莫测	sqmc
噬脐莫及	sqmj
数奇命蹇	sqmj
审曲面势	sqms
审曲面埶	sqms
盛情难却	sqnq
神清气和	sqqh
杀妻求将	sqqj
神清气朗	sqql
神清气茂	sqqm
神清气全	sqqq
神清气爽	sqqs
声求气应	sqqy
神清气正	sqqz
丧权辱国	sqrg
似漆如胶	sqrj
嗜钱如命	sqrm
适情任欲	sqry
孀妻弱子	sqrz
三清四白	sqsb
事齐事楚	sqsc
山穷水断	sqsd
三求四告	sqsg
三亲四眷	sqsj
山穷水尽	sqsj
山穷水绝	sqsj
水穷山尽	sqsj
伤麒森林	sqsl
十全十美	sqsm
三妻四妾	sqsq
双栖双宿	sqss
死气沈沈	sqss
说千说万	sqsw
山清水秀	sqsx
三亲四友	sqsy
山情水意	sqsy
适情率意	sqsy
首丘夙愿	sqsy
神气十足	sqsz
杀气腾腾	sqtt
势倾天下	sqtx
笙磬同音	sqty
上清童子	sqtz
噬脐无及	sqwj
少气无力	sqwl
水清无鱼	sqwy
上情下达	sqxd
神气闲定	sqxd
上求下告	sqxg
思前想后	sqxh
三期贤佞	sqxn
声气相求	sqxq
上勤下顺	sqxs
声气相投	sqxt
声气相通	sqxt
赏奇析疑	sqxy
书缺有间	sqyj
十骑一吏	sqyl
送去迎来	sqyl
善气迎人	sqyr
身轻言微	sqyw
神气扬扬	sqyy
首屈一指	sqyz
深切着白	sqzb
深切著白	sqzb
蛇雀之报	sqzb
鼠雀之辈	sqzb
善骑者堕	sqzd
三钱之府	sqzf
烧琴煮鹤	sqzh
三迁之教	sqzj
三千珠履	sqzl
深切著明	sqzm
兽穷则啮	sqzn
首丘之情	sqzq
神情自若	sqzr
神气自如	sqzr
神气自若	sqzr
松乔之寿	sqzs
山丘之王	sqzw
绳其祖武	sqzw
胜券在握	sqzw
鼠雀之牙	sqzy
十日并出	srbc
施仁布德	srbd
视如敝屐	srbj
视如敝屣	srbx
杀人兵蚁	srby
三人成虎	srch
视如草芥	srcj
骚人词客	srck
守如处女	srcn
舍然大喜	srdx
三日打鱼	srdy
三日耳聋	srel
属人耳目	srem
视若儿戏	srex
杀人放火	srfh
损人肥己	srfj
视如粪土	srft
随人俯仰	srfy
神人共愤	srgf
深入膏肓	srgh
深入骨髓	srgs
索然寡味	srgw
神人共悦	srgy
损人害己	srhj
山容海纳	srhn
时日曷丧	srhs
声如洪钟	srhz
深仁厚泽	srhz
杀人劫财	srjc
杀人劫货	srjh
十人九慕	srjm
水乳交融	srjr
淑人君子	srjz
神人鉴知	srjz
视如寇仇	srkc
授人口实	srks
杀人可恕	srks
损人利己	srlj
视若路人	srlr
三日两头	srlt
潸然泪下	srlx
深入迷宫	srmg
杀人灭口	srmk
骚人墨客	srmk
视如陌路	srml
骚人墨士	srms
岁稔年丰	srnf
鼠入牛角	srnj
三日仆射	srps
势如劈竹	srpz
势如破竹	srpz
深入浅出	srqc
适如其分	srqf
肃然起敬	srqj
神融气泰	srqt
杀人如藨	srrb
三日入厨	srrc
杀人如草	srrc
杀人如蒿	srrh
杀人如芥	srrj
三日绕梁	srrl
杀人如麻	srrm
视日如年	srrn
爽然若失	srrs
视人如伤	srrs
深入人心	srrx
杀人如蓺	srry
视人如子	srrz
生荣死哀	srsa
三人市虎	srsh
势如水火	srsh
色如死灰	srsh
色若死灰	srsh
肃然生敬	srsj
世扰俗乱	srsl
寿人寿世	srss
生荣死衰	srss
山容水态	srst
水软山温	srsw
三人同行	srth
视如土芥	srtj
势若脱兔	srtt
拾人唾涕	srtt
拾人涕唾	srtt
耸人听闻	srtw
拾人唾余	srty
视若无睹	srwd
食日万钱	srwq
索然无味	srww
三人为众	srwz
声容宛在	srwz
深入显出	srxc
三日新妇	srxf
室如县罄	srxq
室如悬磬	srxq
室如悬罄	srxq
色仁行违	srxw
授人以柄	sryb
拾人牙慧	sryh
杀人越货	sryh
损人益己	sryj
骚人逸客	sryk
三人一龙	sryl
舜日尧年	sryn
思如涌泉	sryq
十日一水	srys
骚人雅士	srys
舜日尧天	sryt
顺人应天	sryt
杀人一万	sryw
耸入云霄	sryx
伤人一语	sryy
杀人盈野	sryy
视如珍宝	srzb
随人作计	srzj
爽然自失	srzs
神入之石	srzs
誓日指天	srzt
失人者亡	srzw
十日之饮	srzy
使人昭昭	srzz
色衰爱弛	ssac
色衰爱寝	ssaq
神色不变	ssbb
说食不饱	ssbb
声色不动	ssbd
神色不动	ssbd
誓死不二	ssbe
誓死不贰	ssbe
四十不富	ssbf
杀身报国	ssbg
三十不豪	ssbh
食生不化	ssbh
四时八节	ssbj
神色不惊	ssbj
神色不挠	ssbn
授受不亲	ssbq
誓死不屈	ssbq
三尸暴跳	ssbt
上树拔梯	ssbt
十死不问	ssbw
生生不息	ssbx
撒手闭眼	ssby
生死不渝	ssby
生生不已	ssby
誓死不渝	ssby
善善从长	sscc
搔首踟蹰	sscc
搔首踟躇	sscc
设身处地	sscd
随世沉浮	sscf
随俗沉浮	sscf
射手残骨	sscg
深山长谷	sscg
撒手尘寰	ssch
散伤丑害	ssch
社鼠城狐	ssch
神色仓皇	ssch
菽水承欢	ssch
山薮藏疾	sscj
杀身成名	sscm
杀身成仁	sscr
舍身成仁	sscr
剩山残水	sscs
剩水残山	sscs
声色场所	sscs
撒手长逝	sscs
杀身出生	sscs
死生存亡	sscw
生死存亡	sscw
嗜杀成性	sscx
杀身成义	sscy
舍生存义	sscy
升山采珠	sscz
束手待毙	ssdb
识时达变	ssdb
十世单传	ssdc
说说道道	ssdd
说是道非	ssdf
三兽渡河	ssdh
三豕渡河	ssdh
三四调狙	ssdj
神丧胆落	ssdl
审时度势	ssds
束手待死	ssds
涉水登山	ssds
说三道四	ssds
识时达务	ssdw
鼠鼠得意	ssdy
私淑弟子	ssdz
顺时而动	ssed
似是而非	ssef
三十而立	ssel
三山二水	sses
三思而行	ssex
施施而行	ssex
随俗浮沉	ssfc
顺水放船	ssfc
赏善罚恶	ssfe
是是非非	ssff
赏善罚否	ssff
碎身粉骨	ssfg
寿山福海	ssfh
随声附和	ssfh
束手缚脚	ssfj
岁时伏腊	ssfl
撒骚放屁	ssfp
随俗浮沈	ssfs
鼠首偾事	ssfs
收视反听	ssft
时殊风异	ssfy
赏善罚淫	ssfy
随声吠影	ssfy
诗书发冢	ssfz
神使鬼差	ssgc
声色狗马	ssgm
说事过钱	ssgq
伤时感事	ssgs
神施鬼设	ssgs
生死关头	ssgt
邵生瓜田	ssgt
少私寡欲	ssgy
神输鬼运	ssgy
素丝羔羊	ssgy
豕食丐衣	ssgy
声势浩大	sshd
声势赫赫	sshh
神思恍惚	sshh
声色货利	sshl
杀生害命	sshm
死尸昏迷	sshm
死声活气	sshq
水深火热	sshr
三思后行	sshx
色授魂与	sshy
束手就毙	ssjb
束手就缚	ssjf
束身就缚	ssjf
三豕金根	ssjg
杀身救国	ssjg
十死九活	ssjh
十室九匮	ssjk
十室九空	ssjk
束手就困	ssjk
声色俱厉	ssjl
收拾局面	ssjm
塞上江南	ssjn
束手就擒	ssjq
色色俱全	ssjq
三蛇九鼠	ssjs
十死九生	ssjs
十生九死	ssjs
沙上建塔	ssjt
蛇食鲸吞	ssjt
时时吉祥	ssjx
束手就殪	ssjy
慎始敬终	ssjz
树上开花	sskh
省身克己	sskj
深思苦索	ssks
三鼠开泰	sskt
善事可作	sskz
善始克终	sskz
三首六臂	sslb
盛食厉兵	sslb
三十六策	sslc
姗姗来迟	sslc
设帨良辰	sslc
首施两端	ssld
首鼠两端	ssld
三十六行	sslh
盛衰利害	sslh
三十六计	sslj
声嘶力竭	sslj
铄石流金	sslj
三三两两	ssll
三书六礼	ssll
书声琅琅	ssll
深山老林	ssll
素丝良马	sslm
似水流年	ssln
失时落势	ssls
三十六雨	ssly
善始令终	sslz
神术妙策	ssmc
神术妙法	ssmf
誓山盟海	ssmh
神术妙计	ssmj
深山密林	ssml
搔首卖俏	ssmq
碎身糜躯	ssmq
碎首糜躯	ssmq
说是弄非	ssnf
蛇神牛鬼	ssng
撒水拿鱼	ssny
搔首弄姿	ssnz
岁岁平安	sspa
深水披风	sspf
束手旁观	sspg
三矢平虏	sspl
深沙平原	sspy
闪烁其词	ssqc
舍身求法	ssqf
深山穷谷	ssqg
水石清华	ssqh
随声趋和	ssqh
深山穷林	ssql
声色犬马	ssqm
森森芊芊	ssqq
三蛇七鼠	ssqs
实事求是	ssqs
束上起下	ssqx
舍实求虚	ssqx
声丝气咽	ssqy
舍生取义	ssqy
释生取义	ssqy
顺手牵羊	ssqy
丧师辱国	ssrg
生死肉骨	ssrg
视死如归	ssrg
视死若归	ssrg
丝丝入扣	ssrk
盛衰荣枯	ssrk
蛇身人面	ssrm
顺水人情	ssrq
死生荣辱	ssrr
盛衰荣辱	ssrr
蛇身人首	ssrs
视死如生	ssrs
视死若生	ssrs
十室容贤	ssrx
圣手仁心	ssrx
似水如鱼	ssry
守身如玉	ssry
视死如饴	ssry
手势识别	sssb
水剩山残	sssc
熟思审处	sssc
善颂善祷	sssd
随时随地	sssd
双宿双飞	sssf
谁是谁非	sssf
随俗沈浮	sssf
随声是非	sssf
顺水顺风	sssf
食少事烦	sssf
食少事繁	sssf
水色山光	sssg
三豕涉河	sssh
商山四皓	sssh
丧身失节	sssj
摄手摄脚	sssj
束手束脚	sssj
缩手缩脚	sssj
深思熟虑	sssl
束身受命	sssm
时势使然	sssr
率兽食人	sssr
三三四四	ssss
三生石上	ssss
瑟瑟缩缩	ssss
生生世世	ssss
生生死死	ssss
说三说四	ssss
适俗随时	ssss
顺时随俗	ssss
声说声听	ssst
三仕三已	sssy
三杀三宥	sssy
随时施宜	sssy
十手所指	sssz
善始善终	sssz
束手束足	sssz
舍身图报	sstb
识时通变	sstb
三世同爨	sstc
三世同财	sstc
顺水推船	sstc
斯事体大	sstd
说是谈非	sstf
束手听命	sstm
死声淘气	sstq
少所推让	sstr
十鼠同穴	sstx
顺水推舟	sstz
生死未卜	sswb
束手无措	sswc
束手无策	sswc
三牲五鼎	sswd
桑枢韦带	sswd
熟视无睹	sswd
碎尸万段	sswd
善善恶恶	sswe
三尸五鬼	sswg
舍身为国	sswg
鼠屎污羹	sswg
四书五经	sswj
所剩无几	sswj
束手无计	sswj
三上五落	sswl
三申五令	sswl
束手无术	ssws
舍死忘生	ssws
舍生忘死	ssws
三三五五	ssww
十十五五	ssww
斯斯文文	ssww
三山五岳	sswy
四山五岳	sswy
桑枢瓮牖	sswy
绳枢瓮牖	sswy
盛衰相乘	ssxc
盛衰兴废	ssxf
声势烜赫	ssxh
尸山血海	ssxh
食宿相兼	ssxj
少所许可	ssxk
山水相连	ssxl
收拾行李	ssxl
神竦心惕	ssxt
手势消息	ssxx
洒洒潇潇	ssxx
慎身修永	ssxy
生死相依	ssxy
溯水行舟	ssxz
顺水行舟	ssxz
深山野墺	ssya
三世一爨	ssyc
稍胜一筹	ssyc
身首异处	ssyc
杀生予夺	ssyd
洒扫应对	ssyd
生杀予夺	ssyd
生死予夺	ssyd
身首异地	ssyd
深山幽谷	ssyg
生死与共	ssyg
生死攸关	ssyg
视死犹归	ssyg
夙世冤家	ssyj
嵩生岳降	ssyj
勺水一脔	ssyl
水殇怨灵	ssyl
深思远虑	ssyl
神色怡然	ssyr
三十有室	ssys
上书言事	ssys
十死一生	ssys
山上有山	ssys
虽死犹生	ssys
适时应务	ssyw
三生有幸	ssyx
损上益下	ssyx
三世有缘	ssyy
三生有缘	ssyy
夙世冤业	ssyy
夙世因缘	ssyy
思深忧远	ssyy
飒爽英姿	ssyz
束身自爱	ssza
束手自毙	sszb
上驷之才	sszc
设帨之辰	sszc
神色自得	sszd
颂声载道	sszd
首善之地	sszd
杀身之祸	sszh
束身自好	sszh
神色张皇	sszh
世俗之见	sszj
书生之见	sszj
士死知己	sszj
生死之交	sszj
漱石枕流	sszl
殊深轸念	sszn
矢石之难	sszn
四时之气	sszq
杀生之权	sszq
首善之区	sszq
伸缩自如	sszr
神色自如	sszr
神色自若	sszr
虽死之日	sszr
束手坐视	sszs
三生之幸	sszx
十鼠争穴	sszx
束身自修	sszx
三豕之疑	sszy
事生肘腋	sszy
参商之虞	sszy
赦事诛意	sszy
随时制宜	sszy
十手争指	sszz
尚慎旃哉	sszz
思所逐之	sszz
三头八臂	stbb
四亭八当	stbd
四停八当	stbd
四通八达	stbd
水土不服	stbf
四体百骸	stbh
桑田变海	stbh
桑田碧海	stbh
升堂拜母	stbm
四体不勤	stbq
琐谈不休	stbx
树同拔异	stby
三台八座	stbz
桑田成海	stch
桑田沧海	stch
桑土绸缪	stcm
顺天从人	stcr
三头对案	stda
山塌地崩	stdb
誓天断发	stdf
桑田东海	stdh
三天打鱼	stdy
顺天得一	stdy
三头二面	stem
视同儿戏	stex
书通二酉	stey
身体发肤	stff
三田分荆	stfj
鼠蹄奋进	stfj
赏同罚异	stfy
视同拱璧	stgb
身退功成	stgc
扫田刮地	stgd
神通广大	stgd
鼠偷狗盗	stgd
神头鬼脸	stgl
神头鬼面	stgm
神头鬼脑	stgn
率土归心	stgx
生吞活剥	sthb
丧天害理	sthl
伤天害理	sthl
声图会议	sthy
三条九陌	stjm
双瞳剪水	stjs
酸甜苦辣	stkl
三头六臂	stlb
豕突狼奔	stlb
叁天两地	stld
三汤两割	stlg
深天泪海	stlh
三头两面	stlm
三头六面	stlm
蛇兔联盟	stlm
识途老马	stlm
三头两日	stlr
视同路人	stlr
三天两头	stlt
三推六问	stlw
三头两绪	stlx
身体力行	stlx
三头六证	stlz
梭天摸地	stmd
搔头摸耳	stme
顺藤摸瓜	stmg
视同陌路	stml
少头没尾	stmw
搔头弄姿	stnz
瑟调琴弄	stqn
声吞气忍	stqr
少头缺尾	stqw
视同秦越	stqy
上天入地	strd
世态人情	strq
升堂入室	strs
室徒四壁	stsb
说天说地	stsd
伸头缩颈	stsj
少条失教	stsj
缩头缩颈	stsj
山童石烂	stsl
傻头傻脑	stsn
缩头缩脑	stsn
誓同生死	stss
三吐三握	stsw
使贪使愚	stsy
蛇头鼠眼	stsy
生拖死拽	stsz
殊途同归	sttg
殊涂同会	stth
伸头探脑	sttn
舒头探脑	sttn
率土同庆	sttq
殊涂同致	sttz
四通五达	stwd
三汤五割	stwg
食荼卧棘	stwj
上天无路	stwl
三台五马	stwm
世态物情	stwq
三推五问	stww
少头无尾	stww
上替下陵	stxl
善体下情	stxq
上厅行卸	stxx
扫榻相迎	stxy
扫榻以待	styd
世态炎凉	styl
视同一律	styl
顺天应人	styr
水天一色	stys
深图远算	stys
顺天应时	stys
时通运泰	styt
扫榻以迎	styy
守土有责	styz
山停岳峙	styz
搔头抓耳	stze
誓天指日	stzr
率土宅心	stzx
诗庭之训	stzx
丧失殆尽	sudj
似水流年	suln
四书五经	suwj
睡卧不宁	swbn
身无长处	swcc
三五蟾光	swcg
身无寸缕	swcl
三五成群	swcq
手无寸刃	swcr
事无常师	swcs
手无寸铁	swct
身无寸铁	swct
身无长物	swcw
三五成众	swcz
塞翁得马	swdm
事无大小	swdx
什伍东西	swdx
深文大义	swdy
声威大震	swdz
死无对证	swdz
识文断字	swdz
事无二成	swec
市无二价	swej
视为儿戏	swex
殊无二致	swez
深文傅会	swfh
深文附会	swfh
使蚊负山	swfs
舍我复谁	swfs
身无分文	swfw
随物赋形	swfx
食味方丈	swfz
神武挂冠	swgg
首尾共济	swgj
声闻过情	swgq
十万火急	swhj
暑往寒来	swhl
色为祸媒	swhm
十万火速	swhs
酸文假醋	swjc
肆无忌惮	swjd
深文峻法	swjf
删芜就简	swjj
识微见几	swjj
事无巨细	swjx
识微见远	swjy
视为寇雠	swkc
身微力薄	swlb
首尾两端	swld
三窝两块	swlk
事危累卵	swll
琐尾流离	swll
送往劳来	swll
三瓦两舍	swls
三瓦两巷	swlx
涉危履险	swlx
身无立锥	swlz
思维敏捷	swmj
骚翁墨客	swmk
素未谋面	swmm
食为民天	swmt
善文能武	swnw
守望平台	swpt
上无片瓦	swpw
善为曲辞	swqc
深文巧诋	swqd
史无前例	swql
深文曲折	swqs
舍我其谁	swqs
神完气足	swqz
舍文求质	swqz
事往日迁	swrq
善为说辞	swsc
尸位素餐	swsc
斯文扫地	swsd
时望所归	swsg
送往事居	swsj
送往视居	swsj
神往神来	swsl
塞翁失马	swsm
三瓦四舍	swss
摄威擅势	swss
社威擅势	swss
熟魏生张	swsz
深恶痛疾	swtj
深恶痛绝	swtj
世外桃源	swty
碎瓦颓垣	swty
识文谈字	swtz
善为我辞	swwc
身无完肤	swwf
什围伍攻	swwg
十围五攻	swwg
视为畏途	swwt
硕望宿德	swxd
思维迅捷	swxj
首尾相继	swxj
首尾相连	swxl
首尾相卫	swxw
首尾相应	swxy
首尾相援	swxy
十五细则	swxz
守望相助	swxz
随物应机	swyj
送往迎来	swyl
身微言轻	swyq
三位一体	swyt
三无坐处	swzc
顺我者昌	swzc
手舞足蹈	swzd
伤亡枕藉	swzj
视为知己	swzj
鼪鼯之径	swzj
三五之隆	swzl
数往知来	swzl
时无再来	swzl
深惟重虑	swzl
塞翁之马	swzm
深文周内	swzn
深文周纳	swzn
三握再吐	swzt
身外之物	swzw
世伪知贤	swzx
身无择行	swzx
声望卓著	swzz
梳文栉字	swzz
视微知著	swzz
识微知著	swzz
赏信必罚	sxbf
擅行不顾	sxbg
丧心病狂	sxbk
水泄不漏	sxbl
使心别气	sxbq
使性傍气	sxbq
使性谤气	sxbq
水泄不透	sxbt
水泄不通	sxbt
双星并耀	sxby
深信不疑	sxby
三徙成都	sxcd
率先垂范	sxcf
三徙成国	sxcg
设心处虑	sxcl
身先朝露	sxcl
伤心惨目	sxcm
甚嚣尘上	sxcs
三写成乌	sxcw
霜行草宿	sxcx
死心搭地	sxdd
守先待后	sxdh
伺瑕导蠙	sxdp
伺瑕抵蠙	sxdp
率先遁逃	sxdt
伺瑕导隙	sxdx
伺瑕抵隙	sxdx
蛇行斗折	sxdz
什袭而藏	sxec
歃血而盟	sxem
三心二意	sxey
赏信罚必	sxfb
赏贤罚暴	sxfb
水宿风餐	sxfc
蛇心佛口	sxfk
赏信罚明	sxfm
似笑非笑	sxfx
输心服意	sxfy
烧犀观火	sxgh
鉥心刿目	sxgm
使性掼气	sxgq
洒心更始	sxgs
鉥心刿肾	sxgs
三星高照	sxgz
殊形诡状	sxgz
舍邪归正	sxgz
松形鹤骨	sxhg
上下和合	sxhh
